,Variable,Unit,Aggregation,czo_id,Discipline
959,latitude minutes,,,4155,Geomorphology|Biology / Ecology
960,long axis,,,4155,Geomorphology|Biology / Ecology
961,longitude degrees,,,4155,Geomorphology|Biology / Ecology
962,longitude minutes,,,4155,Geomorphology|Biology / Ecology
963,notes,,,4155,Geomorphology|Biology / Ecology
964,orientation downslope,,,4155,Geomorphology|Biology / Ecology
965,orientation upslope,,,4155,Geomorphology|Biology / Ecology
966,region,,,4155,Geomorphology|Biology / Ecology
967,relative age,,,4155,Geomorphology|Biology / Ecology
968,short axis,,,4155,Geomorphology|Biology / Ecology
969,tree azimuth,,,4155,Geomorphology|Biology / Ecology
970,tree girth 15m,,,4155,Geomorphology|Biology / Ecology
971,tree number,,,4155,Geomorphology|Biology / Ecology
972,tree type,,,4155,Geomorphology|Biology / Ecology
973,diff charge bal,,,4165,Water Chemistry
974,air temperature,degreescelsius ,,4165,Water Chemistry
975,ancmgl,,,4165,Water Chemistry
976,ancueql,,,4165,Water Chemistry
977,calcium,ueql ,,4165,Water Chemistry
978,charge bal,,,4165,Water Chemistry
979,cloud cover,,,4165,Water Chemistry
980,chlorine,ppm ,,4165,Water Chemistry
981,clueql,,,4165,Water Chemistry
982,collection date,,,4165,Water Chemistry
983,collection time,,,4165,Water Chemistry
984,d18 1sigma,,,4165,Water Chemistry
985,d18o permill,,,4165,Water Chemistry
986,deuterium d permill,,,4165,Water Chemistry
987,dissolved organic nitrogen uml,,,4165,Water Chemistry
988,dissolved organic phosphorous uml,,,4165,Water Chemistry
989,field conductivity,,,4165,Water Chemistry
990,inuml,,,4165,Water Chemistry
991,ipuml,,,4165,Water Chemistry
992,potasium,ppm ,,4165,Water Chemistry
993,potassium,ueql ,,4165,Water Chemistry
994,lab conductivity,,,4165,Water Chemistry
995,location,,,4165,Water Chemistry
996,major ions and sihueql cappm,,,4165,Water Chemistry
997,magnesium,ppm ,,4165,Water Chemistry
998,magnesium,ueql ,,4165,Water Chemistry
999,sodium,ppm ,,4165,Water Chemistry
1000,sodium microequivalents per liter,,,4165,Water Chemistry
1001,ammonium microequivalents per liter,,,4165,Water Chemistry
1002,nitrate,ppm ,,4165,Water Chemistry
1003,nitrate microequivalents per liter,,,4165,Water Chemistry
1004,nutrientsdoc cl,mg ,,4165,Water Chemistry
1005,phaeophytinugl,,,4165,Water Chemistry
1006,phosphorus um/l (pnuml),,,4165,Water Chemistry
1007,ppuml,,,4165,Water Chemistry
1008,silicon icp centrifuge,ppm ,,4165,Water Chemistry
1009,silicon icp,ppm ,,4165,Water Chemistry
1010,silicon dioxide colorimetricuml,,,4165,Water Chemistry
1011,silicon dioxide (sio2) icp  centrifuge,ppm ,,4165,Water Chemistry
1012,silicon dioxide (sio2) icp,ppm ,,4165,Water Chemistry
1013,sulfate,ppm ,,4165,Water Chemistry
1014,sulfate,ueql ,,4165,Water Chemistry
1015,,,sum,4165,Water Chemistry
1016,tdnuml,,,4165,Water Chemistry
1017,dissolved phosphorus uml,,total,4165,Water Chemistry
1018,tnuml,,,4165,Water Chemistry
1019,phosphorus uml,,total,4165,Water Chemistry
1020,tritium 1sigma,,,4165,Water Chemistry
1021,tritium,,,4165,Water Chemistry
1022,water isotopes dexcessmill,,,4165,Water Chemistry
1023,water temperature,celsius ,,4165,Water Chemistry
1024,wind,,,4165,Water Chemistry
1025,antistokes scatter,nm ,,4174,Hydrology
1026,length m,,,4174,Hydrology
1027,stokes scatter,nm ,,4174,Hydrology
1028,temperature,degreescelsius ,,4174,Hydrology
1029,point cloud,,,4182,GIS / Remote Sensing|Geomorphology
1030,raster image data,,,4324,GIS / Remote Sensing
1031,and number of return from ground nground,,,4606,GIS / Remote Sensing
1032,return height avgh,,average,4606,GIS / Remote Sensing
1033,scan angle avgscanangle,,average,4606,GIS / Remote Sensing
1034,canopy cover cov,,,4606,GIS / Remote Sensing
1035,canopy density dns,,,4606,GIS / Remote Sensing
1036,elevation,,,4606,GIS / Remote Sensing
1037,fic,,,4606,GIS / Remote Sensing
1038,latitude lat,,,4606,GIS / Remote Sensing
1039,latynad83 utm 17n,,,4606,GIS / Remote Sensing
1040,lidar return height percentiles p05 top90,,,4606,GIS / Remote Sensing
1041,longitude long,,,4606,GIS / Remote Sensing
1042,longxnad83 utm 17n,,,4606,GIS / Remote Sensing
1043,return height maxh,,maximum,4606,GIS / Remote Sensing
1044,scan angle maxscan,,maximum,4606,GIS / Remote Sensing
1045,return heightminh,,minimum,4606,GIS / Remote Sensing
1046,scan angle minscan,,minimum,4606,GIS / Remote Sensing
1047,number of returns from vegetatation nveg,,,4606,GIS / Remote Sensing
1048,number of returns nreturns,,,4606,GIS / Remote Sensing
1049,see detail below,,,4606,GIS / Remote Sensing
1050,see details below,,,4606,GIS / Remote Sensing
1051,see details below,,,4606,GIS / Remote Sensing
1052,all returns stdh,,standarddeviationof,4606,GIS / Remote Sensing
1053,barometric pressure,,,4608,Climatology / Meteorology
1054,radiation incoming,,,4608,Climatology / Meteorology
1055,radiation incoming photosynthetically active radiation,,,4608,Climatology / Meteorology
1056,temperature,,,4608,Climatology / Meteorology
1057,wind direction,,,4608,Climatology / Meteorology
1058,wind speed,,,4608,Climatology / Meteorology
1059,discharge,m3day ,,4610,Hydrology|Modeling / Computational Science
1060,evapotranspiration spatial mday,,average,4610,Hydrology|Modeling / Computational Science
1061,groundwater level spatial m,,average,4610,Hydrology|Modeling / Computational Science
1062,precipitation mday,,,4610,Hydrology|Modeling / Computational Science
1063,snow depth spatial m,,average,4610,Hydrology|Modeling / Computational Science
1064,soil moisture spatial in top 10 m3m3,cm ,average,4610,Hydrology|Modeling / Computational Science
1065,precipitation for previous date,mm ,total,4611,Climatology / Meteorology|Hydrology
1066,time of wind speed for previous date,,max,4611,Climatology / Meteorology|Hydrology
1067,wind speed for previous date,ms1 ,max,4611,Climatology / Meteorology|Hydrology
1068,longwave downwelling  temperaturecorrected,wm2 ,,4612,Climatology / Meteorology
1069,longwave net,wm2 ,,4612,Climatology / Meteorology
1070,longwave upwelling  temperaturecorrected,wm2 ,,4612,Climatology / Meteorology
1071,mean radiation net,wm2 ,,4612,Climatology / Meteorology
1072,shortwave downwelling,wm2 ,,4612,Climatology / Meteorology
1073,shortwave net,wm2 ,,4612,Climatology / Meteorology
1074,shortwave upwelling,wm2 ,,4612,Climatology / Meteorology
1075,age years,,,4614,Biology / Ecology
1076,bearing from plot center degrees,,,4614,Biology / Ecology
1077,date measured,,,4614,Biology / Ecology
1078,diameter at breast height,,,4614,Biology / Ecology
1079,distance from plot center m,,,4614,Biology / Ecology
1080,height m,,,4614,Biology / Ecology
1081,species code,,,4614,Biology / Ecology
1082,tree,,,4614,Biology / Ecology
1083,basal area,cm2 ,,4618,Biology / Ecology
1084,diameter at breast height,,,4618,Biology / Ecology
1085,distance from transect line m,,,4618,Biology / Ecology
1086,distance on transect m,,,4618,Biology / Ecology
1087,end,,,4618,Biology / Ecology
1088,start,,,4618,Biology / Ecology
1089,topo position,,,4618,Biology / Ecology
1090,transect number,,,4618,Biology / Ecology
1091,tree tag number,,,4618,Biology / Ecology
1092,degrees 2 theta,,,4620,Soil Science / Pedology
1093,intensity,,,4620,Soil Science / Pedology
1094,13csoilrespiredco2,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1095,acid phosphatase activity,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1096,dry mass incubated soil,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1097,extractable organic carbon concentration,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1098,extractable organic carbon concentration,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1099,fresh massincubatedsoil,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1100,glucosidaseactivity,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1101,microbialbiomassconcentration,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1102,nacetyl glucosaminidase activity,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1103,nitrateconconcentration,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1104,phenoloxidaseactivity,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1105,soilch4produtcionrate,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1106,soilco2productionrate,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1107,soil nitrous oxide production rate,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1108,soilph,,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1109,05m carbon dioxide,,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1110,temperature (5m),degreescelsius ,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1111,05mh2o,,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1112,05mo2,,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1113,15m carbon dioxide,,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1114,temperature (15m),degreescelsius ,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1115,15mh2o,,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1116,15mo2,,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1117,site,,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1118,surf,degreecelsius ,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1119,time,,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1120,precent carbon dioxide,,,4659,Biogeochemistry|Soil Science / Pedology
1121,gcch4ppm,,,4659,Biogeochemistry|Soil Science / Pedology
1122,gcco2pct,,,4659,Biogeochemistry|Soil Science / Pedology
1123,gcn2oppm,,,4659,Biogeochemistry|Soil Science / Pedology
1124,oxygen percent,,,4659,Biogeochemistry|Soil Science / Pedology
1125,aggregatestability file2 site,,,4660,Soil Science / Pedology|Biology / Ecology
1126,bulk density,,,4660,Soil Science / Pedology|Biology / Ecology
1127,clay,,,4660,Soil Science / Pedology|Biology / Ecology
1128,depth,,,4660,Soil Science / Pedology|Biology / Ecology
1129,file1 site,,,4660,Soil Science / Pedology|Biology / Ecology
1130,invertebrate functional group,,,4660,Soil Science / Pedology|Biology / Ecology
1131,invertebrate genus,,,4660,Soil Science / Pedology|Biology / Ecology
1132,invertebrates pp,,,4660,Soil Science / Pedology|Biology / Ecology
1133,ksat,,,4660,Soil Science / Pedology|Biology / Ecology
1134,litterormineral soil,,,4660,Soil Science / Pedology|Biology / Ecology
1135,silt,,,4660,Soil Science / Pedology|Biology / Ecology
1136,treatment,,,4660,Soil Science / Pedology|Biology / Ecology
1137,agent,,,4665,Social Science
1138,asses and mules,,,4665,Social Science
1139,barley bushels,,,4665,Social Science
1140,beeswax and honey,lbs ,,4665,Social Science
1141,buckwheat bushels,,,4665,Social Science
1142,butter,lbs ,,4665,Social Science
1143,cane sugar hhds of 1000,lbs ,,4665,Social Science
1144,cash value of farm,,,4665,Social Science
1145,cheese,lbs ,,4665,Social Science
1146,clover seed bushels,,,4665,Social Science
1147,flax,lbs ,,4665,Social Science
1148,flaxseed bushels,,,4665,Social Science
1149,ginned cotton bales of 400 each,lbs ,,4665,Social Science
1150,hay tons,,,4665,Social Science
1151,hemp  dew rotted tons,,,4665,Social Science
1152,hemp  water rotted tons,,,4665,Social Science
1153,hops,lbs ,,4665,Social Science
1154,horses,,,4665,Social Science
1155,improved acres of land,,,4665,Social Science
1156,indian corn bushels,,,4665,Social Science
1157,irish potatoes bushels,,,4665,Social Science
1158,manager of the farm,,,4665,Social Science
1159,maple sugar,lbs ,,4665,Social Science
1160,milch cows,,,4665,Social Science
1161,molasses gallons,,,4665,Social Science
1162,name owner,,,4665,Social Science
1163,oats bushels,,,4665,Social Science
1164,other cattle,,,4665,Social Science
1165,other grass seeds bushels,,,4665,Social Science
1166,peas  beans bushels,,,4665,Social Science
1167,rice,lbs ,,4665,Social Science
1168,rye bushels,,,4665,Social Science
1169,sheep,,,4665,Social Science
1170,silk cocoons,lbs ,,4665,Social Science
1171,sweet potatoes bushels,,,4665,Social Science
1172,swine,,,4665,Social Science
1173,tobacco,lbs ,,4665,Social Science
1174,unimproved acres of land,,,4665,Social Science
1175,value of animals slaughtered,,,4665,Social Science
1176,value of farming implements and machinery,,,4665,Social Science
1177,value of homemade manufactures,,,4665,Social Science
1178,value of live stock,,,4665,Social Science
1179,value of orchard products dollars,,,4665,Social Science
1180,value of produce of market gardens,,,4665,Social Science
1181,wheat bushels,,,4665,Social Science
1182,wine gallons,,,4665,Social Science
1183,wool,lbs ,,4665,Social Science
1184,working oxen,,,4665,Social Science
1185,2 esri format 1m dem from ground classified points,,,4671,GIS / Remote Sensing
1186,3 esri format 1m hillshade raster from ground classified points,,,4671,GIS / Remote Sensing
1187,4 esri format 1m dem from all points canopy included,,,4671,GIS / Remote Sensing
1188,5 esri format 1m hillshade raster from all points canopy included,,,4671,GIS / Remote Sensing
1189,10bemeteoric,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1190,beryllium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1191,calcium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1192,carbon,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1193,freeberyllium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1194,freeiron,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1195,iron,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1196,magnesium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1197,manganese,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1198,nitrogen,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1199,phosphorus,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1200,potassium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1201,silicon,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1202,sodium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1203,soil exchangeable calcium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1204,soil exchangeable potassium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1205,soil exchangeable magnesium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1206,soil exchangeable sodium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1207,soil kcl acidity,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1208,soilphcacl2,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1209,soilphwater,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1210,soiltexture,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1211,titanium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1212,zirconium,,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1213,specific conductance soil conductivity,,,4674,Biogeochemistry|Soil Science / Pedology
1214,apparent electrical resistivity ohmm,,,4677,Geophysics
1215,depth in soil m,,,4677,Geophysics
1216,distance on surface m,,,4677,Geophysics
1217,intensity counts,,,4678,Biogeochemistry|Soil Science / Pedology
1218,velocity mms,,,4678,Biogeochemistry|Soil Science / Pedology
1219,difn,,,4679,Biology / Ecology
1220,direction,,,4679,Biology / Ecology
1221,lai,,,4679,Biology / Ecology
1222,mta,,,4679,Biology / Ecology
1223,se lai,,,4679,Biology / Ecology
1224,se mta,,,4679,Biology / Ecology
1225,smp,,,4679,Biology / Ecology
1226,discharge,cfs ,,4680,Hydrology|Climatology / Meteorology
1227,rainfall inch,,,4680,Hydrology|Climatology / Meteorology
1228,water level,ft ,,4680,Hydrology|Climatology / Meteorology
1229,gully boundaries acquired as separate points and aposteriori transformed in polylines,,,4681,Geomorphology|Hydrology
1230,clay,,,4683,Soil Science / Pedology
1231,sand,,,4683,Soil Science / Pedology
1232,silt,,,4683,Soil Science / Pedology
1233,sample id,,,4683,Soil Science / Pedology
1234,electrical conductivity,,,4684,Hydrology
1235,measured stage,,,4684,Hydrology
1236,specific conductance,,,4684,Hydrology
1237,stage height at vnotch,,,4684,Hydrology
1238,water temperature,,,4684,Hydrology
1239,date and time,,,4686,Hydrology
1240,depth to water table,,,4686,Hydrology
1241,offset,,,4686,Hydrology
1242,water level,,,4686,Hydrology
1243,fagr,,,4687,Biology / Ecology
1244,list,,,4687,Biology / Ecology
1245,litu,,,4687,Biology / Ecology
1246,nf,,,4687,Biology / Ecology
1247,oh,,,4687,Biology / Ecology
1248,other,,,4687,Biology / Ecology
1249,piec,,,4687,Biology / Ecology
1250,pine,g ,,4687,Biology / Ecology
1251,pita,,,4687,Biology / Ecology
1252,plot,,,4687,Biology / Ecology
1253,qual,,,4687,Biology / Ecology
1254,qufa,,,4687,Biology / Ecology
1255,qumo,,,4687,Biology / Ecology
1256,quru,,,4687,Biology / Ecology
1257,qust,,,4687,Biology / Ecology
1258,quve,,,4687,Biology / Ecology
1259,,g ,total,4687,Biology / Ecology
1260,dew point temperature,,,4703,Climatology / Meteorology
1261,vapor pressure,,,4703,Climatology / Meteorology
1262,electrical resistivity imaging,,,4730,Geophysics
1263,ground penetrating radar,,,4730,Geophysics
1264,terrain conductivity,,,4730,Geophysics
1265,reservoir height,,,4734,Hydrology|Soil Science / Pedology
1266,ground water depth,,,4739,Hydrology
1267,bulk electrical conductivity,,,4741,Geomorphology|Hydrology|Soil Science / Pedology
1268,dissolved calcium,,,4742,Water Chemistry
1269,dissolved magnesium,,,4742,Water Chemistry
1270,dissolved potassium,,,4742,Water Chemistry
1271,silica dissolved,,,4742,Water Chemistry
1272,dissolved sodium,,,4742,Water Chemistry
1273,discharge,,,4743,Hydrology
1274,gage height,,,4743,Hydrology
1275,level,mm ,,4828,Hydrology
1276,weights by sieve opening,,,4829,Hydrology|Soil Science / Pedology
1277,alkalinity caco3,meql ,,4851,Water Chemistry
1278,alumoll,,,4851,Water Chemistry
1279,ammonium,mgl ,,4851,Water Chemistry
1280,bromide,mgl ,,4851,Water Chemistry
1281,caumoll,,,4851,Water Chemistry
1282,chloride,mgl ,,4851,Water Chemistry
1283,electrical conductivity sm,,,4851,Water Chemistry
1284,iron-54,umol/l ,,4851,Water Chemistry
1285,iron-57,umol/l ,,4851,Water Chemistry
1286,flowno flow,,,4851,Water Chemistry
1287,fluoride,mgl ,,4851,Water Chemistry
1288,kumoll,,,4851,Water Chemistry
1289,mgumoll,,,4851,Water Chemistry
1290,manganese,umol/l ,,4851,Water Chemistry
1291,sodium,umol/l ,,4851,Water Chemistry
1292,nitrate,mgl ,,4851,Water Chemistry
1293,nitrite,mgl ,,4851,Water Chemistry
1294,phosphate,mgl ,,4851,Water Chemistry
1295,sample location,,,4851,Water Chemistry
1296,sulfate,mgl ,,4851,Water Chemistry
1297,technetium,mgl ,,4851,Water Chemistry
1298,tn,mgl ,,4851,Water Chemistry
1299,air temperature,degreescelsius ,,4871,Hydrology
1300,depth,mm ,,4871,Hydrology
1301,discharge,cfs ,,4871,Hydrology
1302,discharge,m3s ,,4871,Hydrology
1303,electrical conductivity scm,,,4871,Hydrology
1304,air temperature,degreescelsius ,,4871,Hydrology
1305,battery voltage,,minimum,4940,Climatology / Meteorology|Hydrology
1306,leaf wetness 30 understory,cm mv,,4940,Climatology / Meteorology|Hydrology
1307,precipitation running for current day,mm ,total,4940,Climatology / Meteorology|Hydrology
1308,precipitation for previous 10 minutes,mm ,total,4940,Climatology / Meteorology|Hydrology
1309,relative humidity,,,4940,Climatology / Meteorology|Hydrology
1310,snow depth centimeter,,,4940,Climatology / Meteorology|Hydrology
1311,temperature hmp45c,degc ,,4940,Climatology / Meteorology|Hydrology
1312,temperature judd,degc ,,4940,Climatology / Meteorology|Hydrology
1313,wind direction,degress,average,4940,Climatology / Meteorology|Hydrology
1314,wind direction,degress,stdev,4940,Climatology / Meteorology|Hydrology
1315,wind speed for previous 10 minutes,ms1 ,average,4940,Climatology / Meteorology|Hydrology
1316,absolute pressure,,,4982,All Disciplines
1317,acid phosphatase,,,4982,All Disciplines
1318,al  ammonium oxalateextractable,,,4982,All Disciplines
1319,al  citrateascorbateextractable,,,4982,All Disciplines
1320,aluminum  citrateditihionite extractable,,,4982,All Disciplines
1321,aluminum in 05 m hcl,,,4982,All Disciplines
1322,alphanacetylglucosaminidase,,,4982,All Disciplines
1323,beta glucosidase,,,4982,All Disciplines
1324,carbon percent in live fine roots,,,4982,All Disciplines
1325,cdom,,,4982,All Disciplines
1326,cellobiohydrolase,,,4982,All Disciplines
1327,cn,,,4982,All Disciplines
1328,carbon dioxide,,,4982,All Disciplines
1329,dead fine roots,,,4982,All Disciplines
1330,dissolved oxygen,,,4982,All Disciplines
1331,dissolved organic carbon in 05m hcl extractions,,,4982,All Disciplines
1332,dissolved organic carbon in deionized water extractions,,,4982,All Disciplines
1333,iron ammonium oxalateextractable,,,4982,All Disciplines
1334,iron citrateascorbate extractable,,,4982,All Disciplines
1335,iron citratedithionite extractable,,,4982,All Disciplines
1336,feiii in 05 m hcl,,,4982,All Disciplines
1337,light intensity,,,4982,All Disciplines
1338,live fine roots,,,4982,All Disciplines
1339,mass,,,4982,All Disciplines
1340,manganese  citrateascorbateextractable,,,4982,All Disciplines
1341,mn  in 05m hcl extraction,,,4982,All Disciplines
1342,nitrogen percent in live fine roots,,,4982,All Disciplines
1343,ph  soil,,,4982,All Disciplines
1344,silica  ammonium oxalateextractable,,,4982,All Disciplines
1345,silica  citrateascorbateextractable,,,4982,All Disciplines
1346,silica in 05 m hcl,,,4982,All Disciplines
1347,soil carbon,,,4982,All Disciplines
1348,soil n,,,4982,All Disciplines
1349,soluble phenolics in deionized water extractions,,,4982,All Disciplines
1350,xylosidase,,,4982,All Disciplines
1351,time of turbidity within last 15 minutes,,maximum,4997,Hydrology
1352,time of turbidity within last 15 minutes,,minimum,4997,Hydrology
1353,turbidity during last 15 minutes ntu,,average,4997,Hydrology
1354,turbidity ntu,,maximum,4997,Hydrology
1355,turbidity ntu,,minimum,4997,Hydrology
1356,effective energy and mass transfer,,,5107,Biology / Ecology|Climatology / Meteorology|GIS / Remote Sensing|Hydrology
1357,agcsum,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1358,area,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1359,aspect,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1360,cata,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1361,dem,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1362,eqdiam,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1363,evtboulder,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1364,genc,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1365,ht,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1366,id,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1367,majax,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1368,maxht,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1369,mean height,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1370,midslp,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1371,minax,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1372,mean height,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1373,nrmht,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1374,planc,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1375,pred,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1376,profc,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1377,slope,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1378,slpht,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1379,stdht,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1380,stennum,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1381,tpi,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1382,twi,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1383,utme,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1384,utmn,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1385,vllydpth,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1386,x,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1387,x,,maximum,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1388,x,,minimum,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1389,y,,,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1390,y,,maximum,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1391,y,,minimum,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1392,carbon dioxide,,,5139,Climatology / Meteorology|Soil Science / Pedology|Biogeochemistry|Biology / Ecology
1393,oxygen,,,5139,Climatology / Meteorology|Soil Science / Pedology|Biogeochemistry|Biology / Ecology
1394,bulk electrical conductivity,,,5140,Hydrology|Soil Science / Pedology
1395,ag,gl ,,5189,Geochemistry / Mineralogy
1396,aluminum,,,5189,Geochemistry / Mineralogy
1397,cd,,,5189,Geochemistry / Mineralogy
1398,field label,,,5189,Geochemistry / Mineralogy
1399,internal laboratory control number,,,5189,Geochemistry / Mineralogy
1400,li,,,5189,Geochemistry / Mineralogy
1401,sample type,,,5189,Geochemistry / Mineralogy
1402,se,,,5189,Geochemistry / Mineralogy
1403,silicon,,,5189,Geochemistry / Mineralogy
1404,zirconium all elemental concentrations,gl ,,5189,Geochemistry / Mineralogy
1405,dbh diameter at breast height where applicable,cm ,,5190,Biology / Ecology
1406,diameter at root collar,cm ,,5190,Biology / Ecology
1407,distance m along transect where the subplot was located,,,5190,Biology / Ecology
1408,line transect name starting point  first letter in transect name,,,5190,Biology / Ecology
1409,species label 4 letter species code for each shrub stem labeled with first two letters of latin genus name followed by first two letters of latin species name,,,5190,Biology / Ecology
1410,reduction potential,,,5198,Soil Science / Pedology|Geochemistry / Mineralogy
1411,solar radiation,,,5203,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1412,stream discharge,,,5203,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1413,wind speed and direction,,,5203,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1414,oxygen at depth,,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1415,oxygen at depth,,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1416,partial pressure of carbon dioxide at depth 1,,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
1417,partial pressure of carbon dioxide at depth2,,,5272,Geochemistry / Mineralogy|Soil Science / Pedology
