,czo_id,variable,DISCIPLINES
1050,4606,see details below,GIS / Remote Sensing
1051,4606,see details below,GIS / Remote Sensing
1052,4606,standard deviation of all returns stdh,GIS / Remote Sensing
1053,4608,barometric pressure,Climatology / Meteorology
1054,4608,radiation incoming,Climatology / Meteorology
1055,4608,radiation incoming photosynthetically active radiation,Climatology / Meteorology
1056,4608,temperature,Climatology / Meteorology
1057,4608,wind direction,Climatology / Meteorology
1058,4608,wind speed,Climatology / Meteorology
1059,4610,discharge m3day,Hydrology|Modeling / Computational Science
1060,4610,evapotranspiration spatial average mday,Hydrology|Modeling / Computational Science
1061,4610,groundwater level spatial average m,Hydrology|Modeling / Computational Science
1062,4610,precipitation mday,Hydrology|Modeling / Computational Science
1063,4610,snow depth spatial average m,Hydrology|Modeling / Computational Science
1064,4610,soil moisture spatial average in top 10 cm m3m3,Hydrology|Modeling / Computational Science
1065,4611,precipitation total for previous date mm,Climatology / Meteorology|Hydrology
1066,4611,time of wind speed max for previous date,Climatology / Meteorology|Hydrology
1067,4611,wind speed max for previous date m s1,Climatology / Meteorology|Hydrology
1068,4612,longwave downwelling  temperaturecorrected wm2,Climatology / Meteorology
1069,4612,longwave net wm2,Climatology / Meteorology
1070,4612,longwave upwelling  temperaturecorrected wm2,Climatology / Meteorology
1071,4612,mean radiation net wm2,Climatology / Meteorology
1072,4612,shortwave downwelling wm2,Climatology / Meteorology
1073,4612,shortwave net wm2,Climatology / Meteorology
1074,4612,shortwave upwelling wm2,Climatology / Meteorology
1075,4614,age years,Biology / Ecology
1076,4614,bearing from plot center degrees,Biology / Ecology
1077,4614,date measured,Biology / Ecology
1078,4614,diameter at breast height,Biology / Ecology
1079,4614,distance from plot center m,Biology / Ecology
1080,4614,height m,Biology / Ecology
1081,4614,species code,Biology / Ecology
1082,4614,tree,Biology / Ecology
1083,4618,basal area cm2,Biology / Ecology
1084,4618,diameter at breast height,Biology / Ecology
1085,4618,distance from transect line m,Biology / Ecology
1086,4618,distance on transect m,Biology / Ecology
1087,4618,end,Biology / Ecology
1088,4618,start,Biology / Ecology
1089,4618,topo position,Biology / Ecology
1090,4618,transect number,Biology / Ecology
1091,4618,tree tag number,Biology / Ecology
1092,4620,degrees 2 theta,Soil Science / Pedology
1093,4620,intensity,Soil Science / Pedology
1094,4637,13csoilrespiredco2,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1095,4637,acid phosphatase activity,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1096,4637,dry mass incubated soil,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1097,4637,extractable organic carbon concentration,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1098,4637,extractable organic carbon concentration,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1099,4637,fresh massincubatedsoil,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1100,4637,glucosidaseactivity,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1101,4637,microbialbiomassconcentration,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1102,4637,nacetyl glucosaminidase activity,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1103,4637,nitrateconconcentration,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1104,4637,phenoloxidaseactivity,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1105,4637,soilch4produtcionrate,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1106,4637,soilco2productionrate,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1107,4637,soil nitrous oxide production rate,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1108,4637,soilph,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1109,4658,05m carbon dioxide,Biogeochemistry|Soil Science / Pedology|Hydrology
1110,4658,temperature degrees celsius (5m),Biogeochemistry|Soil Science / Pedology|Hydrology
1111,4658,05mh2o,Biogeochemistry|Soil Science / Pedology|Hydrology
1112,4658,05mo2,Biogeochemistry|Soil Science / Pedology|Hydrology
1113,4658,15m carbon dioxide,Biogeochemistry|Soil Science / Pedology|Hydrology
1114,4658,temperature degrees celsius (15m),Biogeochemistry|Soil Science / Pedology|Hydrology
1115,4658,15mh2o,Biogeochemistry|Soil Science / Pedology|Hydrology
1116,4658,15mo2,Biogeochemistry|Soil Science / Pedology|Hydrology
1117,4658,site,Biogeochemistry|Soil Science / Pedology|Hydrology
1118,4658,surf degree celsius,Biogeochemistry|Soil Science / Pedology|Hydrology
1119,4658,time,Biogeochemistry|Soil Science / Pedology|Hydrology
1120,4659,precent carbon dioxide,Biogeochemistry|Soil Science / Pedology
1121,4659,gcch4ppm,Biogeochemistry|Soil Science / Pedology
1122,4659,gcco2pct,Biogeochemistry|Soil Science / Pedology
1123,4659,gcn2oppm,Biogeochemistry|Soil Science / Pedology
1124,4659,oxygen percent,Biogeochemistry|Soil Science / Pedology
1125,4660,aggregatestability file2 site,Soil Science / Pedology|Biology / Ecology
1126,4660,bulk density,Soil Science / Pedology|Biology / Ecology
1127,4660, clay,Soil Science / Pedology|Biology / Ecology
1128,4660,depth,Soil Science / Pedology|Biology / Ecology
1129,4660,file1 site,Soil Science / Pedology|Biology / Ecology
1130,4660,invertebrate functional group,Soil Science / Pedology|Biology / Ecology
1131,4660,invertebrate genus,Soil Science / Pedology|Biology / Ecology
1132,4660,invertebrates pp,Soil Science / Pedology|Biology / Ecology
1133,4660,ksat,Soil Science / Pedology|Biology / Ecology
1134,4660,litterormineral soil,Soil Science / Pedology|Biology / Ecology
1135,4660, silt,Soil Science / Pedology|Biology / Ecology
1136,4660,treatment,Soil Science / Pedology|Biology / Ecology
1137,4665,agent,Social Science
1138,4665,asses and mules,Social Science
1139,4665,barley bushels,Social Science
1140,4665,beeswax and honey lbs,Social Science
1141,4665,buckwheat bushels,Social Science
1142,4665,butter lbs,Social Science
1143,4665,cane sugar hhds of 1000 lbs,Social Science
1144,4665,cash value of farm,Social Science
1145,4665,cheese lbs,Social Science
1146,4665,clover seed bushels,Social Science
1147,4665,flax lbs,Social Science
1148,4665,flaxseed bushels,Social Science
1149,4665,ginned cotton bales of 400 lbs each,Social Science
1150,4665,hay tons,Social Science
1151,4665,hemp  dew rotted tons,Social Science
1152,4665,hemp  water rotted tons,Social Science
1153,4665,hops lbs,Social Science
1154,4665,horses,Social Science
1155,4665,improved acres of land,Social Science
1156,4665,indian corn bushels,Social Science
1157,4665,irish potatoes bushels,Social Science
1158,4665,manager of the farm,Social Science
1159,4665,maple sugar lbs,Social Science
1160,4665,milch cows,Social Science
1161,4665,molasses gallons,Social Science
1162,4665,name owner,Social Science
1163,4665,oats bushels,Social Science
1164,4665,other cattle,Social Science
1165,4665,other grass seeds bushels,Social Science
1166,4665,peas  beans bushels,Social Science
1167,4665,rice lbs,Social Science
1168,4665,rye bushels,Social Science
1169,4665,sheep,Social Science
1170,4665,silk cocoons lbs,Social Science
1171,4665,sweet potatoes bushels,Social Science
1172,4665,swine,Social Science
1173,4665,tobacco lbs,Social Science
1174,4665,unimproved acres of land,Social Science
1175,4665,value of animals slaughtered,Social Science
1176,4665,value of farming implements and machinery,Social Science
1177,4665,value of homemade manufactures,Social Science
1178,4665,value of live stock,Social Science
1179,4665,value of orchard products dollars,Social Science
1180,4665,value of produce of market gardens,Social Science
1181,4665,wheat bushels,Social Science
1182,4665,wine gallons,Social Science
1183,4665,wool lbs,Social Science
1184,4665,working oxen,Social Science
1185,4671,2 esri format 1m dem from ground classified points,GIS / Remote Sensing
1186,4671,3 esri format 1m hillshade raster from ground classified points,GIS / Remote Sensing
1187,4671,4 esri format 1m dem from all points canopy included,GIS / Remote Sensing
1188,4671,5 esri format 1m hillshade raster from all points canopy included,GIS / Remote Sensing
1189,4673,10bemeteoric,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1190,4673,beryllium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1191,4673,calcium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1192,4673,carbon,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1193,4673,freeberyllium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1194,4673,freeiron,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1195,4673,iron,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1196,4673,magnesium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1197,4673,manganese,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1198,4673,nitrogen,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1199,4673,phosphorus,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1200,4673,potassium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1201,4673,silicon,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1202,4673,sodium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1203,4673,soil exchangeable calcium ,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1204,4673,soil exchangeable potassium ,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1205,4673,soil exchangeable magnesium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1206,4673,soil exchangeable sodium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1207,4673,soil kcl acidity,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1208,4673,soilphcacl2,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1209,4673,soilphwater,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1210,4673,soiltexture,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1211,4673,titanium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1212,4673,zirconium,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1213,4674,specific conductance soil conductivity,Biogeochemistry|Soil Science / Pedology
1214,4677,apparent electrical resistivity ohmm,Geophysics
1215,4677,depth in soil m,Geophysics
1216,4677,distance on surface m,Geophysics
1217,4678,intensity counts,Biogeochemistry|Soil Science / Pedology
1218,4678,velocity mms,Biogeochemistry|Soil Science / Pedology
1219,4679,difn,Biology / Ecology
1220,4679,direction,Biology / Ecology
1221,4679,lai,Biology / Ecology
1222,4679,mta,Biology / Ecology
1223,4679,se lai,Biology / Ecology
1224,4679,se mta,Biology / Ecology
1225,4679,smp,Biology / Ecology
1226,4680,discharge cfs,Hydrology|Climatology / Meteorology
1227,4680,rainfall inch,Hydrology|Climatology / Meteorology
1228,4680,water level ft,Hydrology|Climatology / Meteorology
1229,4681,gully boundaries acquired as separate points and aposteriori transformed in polylines,Geomorphology|Hydrology
1230,4683, clay,Soil Science / Pedology
1231,4683, sand,Soil Science / Pedology
1232,4683, silt,Soil Science / Pedology
1233,4683,sample id,Soil Science / Pedology
1234,4684,electrical conductivity,Hydrology
1235,4684,measured stage,Hydrology
1236,4684,specific conductance,Hydrology
1237,4684,stage height at vnotch,Hydrology
1238,4684,water temperature,Hydrology
1239,4686,date and time,Hydrology
1240,4686,depth to water table,Hydrology
1241,4686,offset,Hydrology
1242,4686,water level,Hydrology
1243,4687,fagr,Biology / Ecology
1244,4687,list,Biology / Ecology
1245,4687,litu,Biology / Ecology
1246,4687,nf,Biology / Ecology
1247,4687,oh,Biology / Ecology
1248,4687,other,Biology / Ecology
1249,4687,piec,Biology / Ecology
1250,4687,pine g,Biology / Ecology
1251,4687,pita,Biology / Ecology
1252,4687,plot,Biology / Ecology
1253,4687,qual,Biology / Ecology
1254,4687,qufa,Biology / Ecology
1255,4687,qumo,Biology / Ecology
1256,4687,quru,Biology / Ecology
1257,4687,qust,Biology / Ecology
1258,4687,quve,Biology / Ecology
1259,4687,total g,Biology / Ecology
1260,4703,dew point temperature,Climatology / Meteorology
1261,4703,vapor pressure,Climatology / Meteorology
1262,4730,electrical resistivity imaging,Geophysics
1263,4730,ground penetrating radar,Geophysics
1264,4730,terrain conductivity,Geophysics
1265,4734,reservoir height,Hydrology|Soil Science / Pedology
1266,4739,ground water depth,Hydrology
1267,4741,bulk electrical conductivity,Geomorphology|Hydrology|Soil Science / Pedology
1268,4742,dissolved calcium,Water Chemistry
1269,4742,dissolved magnesium,Water Chemistry
1270,4742,dissolved potassium,Water Chemistry
1271,4742,silica dissolved,Water Chemistry
1272,4742,dissolved sodium,Water Chemistry
1273,4743,discharge,Hydrology
1274,4743,gage height,Hydrology
1275,4828,level mm,Hydrology
1276,4829,weights by sieve opening,Hydrology|Soil Science / Pedology
1277,4851,alkalinity meql caco3,Water Chemistry
1278,4851,alumoll,Water Chemistry
1279,4851,ammonium  mgl,Water Chemistry
1280,4851,bromide mgl,Water Chemistry
1281,4851,caumoll,Water Chemistry
1282,4851,chloride mgl,Water Chemistry
1283,4851,electrical conductivity sm,Water Chemistry
1284,4851,iron-54 umol/l,Water Chemistry
1285,4851,iron-57 umol/l,Water Chemistry
1286,4851,flowno flow,Water Chemistry
1287,4851,fluoride mgl,Water Chemistry
1288,4851,kumoll,Water Chemistry
1289,4851,mgumoll,Water Chemistry
1290,4851,manganese umol/l,Water Chemistry
1291,4851,sodium umol/l,Water Chemistry
1292,4851,nitrate mgl,Water Chemistry
1293,4851,nitrite mgl,Water Chemistry
1294,4851,phosphate mgl,Water Chemistry
1295,4851,sample location,Water Chemistry
1296,4851,sulfate mgl,Water Chemistry
1297,4851,technetium mgl,Water Chemistry
1298,4851,tn mgl,Water Chemistry
1299,4871,air temperature degrees celsius,Hydrology
1300,4871,depth mm,Hydrology
1301,4871,discharge cfs,Hydrology
1302,4871,discharge m3s,Hydrology
1303,4871,electrical conductivity scm,Hydrology
1304,4871,air temperature degrees celsius,Hydrology
1305,4940,minimum battery voltage,Climatology / Meteorology|Hydrology
1306,4940,leaf wetness 30 cm understory mv,Climatology / Meteorology|Hydrology
1307,4940,precipitation running total for current day mm,Climatology / Meteorology|Hydrology
1308,4940,precipitation total for previous 10 minutes mm,Climatology / Meteorology|Hydrology
1309,4940,relative humidity,Climatology / Meteorology|Hydrology
1310,4940,snow depth centimeter,Climatology / Meteorology|Hydrology
1311,4940,temperature hmp45c degc,Climatology / Meteorology|Hydrology
1312,4940,temperature judd degc,Climatology / Meteorology|Hydrology
1313,4940,wind direction average degress,Climatology / Meteorology|Hydrology
1314,4940,wind direction stdev degress,Climatology / Meteorology|Hydrology
1315,4940,wind speed average for previous 10 minutes m s1,Climatology / Meteorology|Hydrology
1316,4982,absolute pressure,All Disciplines
1317,4982,acid phosphatase,All Disciplines
1318,4982,al  ammonium oxalateextractable,All Disciplines
1319,4982,al  citrateascorbateextractable,All Disciplines
1320,4982,aluminum  citrateditihionite extractable,All Disciplines
1321,4982,aluminum in 05 m hcl,All Disciplines
1322,4982,alphanacetylglucosaminidase,All Disciplines
1323,4982,beta glucosidase,All Disciplines
1324,4982,carbon percent in live fine roots,All Disciplines
1325,4982,cdom,All Disciplines
1326,4982,cellobiohydrolase,All Disciplines
1327,4982,cn,All Disciplines
1328,4982,carbon dioxide,All Disciplines
1329,4982,dead fine roots,All Disciplines
1330,4982,dissolved oxygen,All Disciplines
1331,4982,dissolved organic carbon in 05m hcl extractions,All Disciplines
1332,4982,dissolved organic carbon in deionized water extractions,All Disciplines
1333,4982,iron ammonium oxalateextractable,All Disciplines
1334,4982,iron citrateascorbate extractable,All Disciplines
1335,4982,iron citratedithionite extractable,All Disciplines
1336,4982,feiii in 05 m hcl,All Disciplines
1337,4982,light intensity,All Disciplines
1338,4982,live fine roots,All Disciplines
1339,4982,mass,All Disciplines
1340,4982,manganese  citrateascorbateextractable,All Disciplines
1341,4982,mn  in 05m hcl extraction,All Disciplines
1342,4982,nitrogen percent in live fine roots,All Disciplines
1343,4982,ph  soil,All Disciplines
1344,4982,silica  ammonium oxalateextractable,All Disciplines
1345,4982,silica  citrateascorbateextractable,All Disciplines
1346,4982,silica in 05 m hcl,All Disciplines
1347,4982,soil carbon,All Disciplines
1348,4982,soil n,All Disciplines
1349,4982,soluble phenolics in deionized water extractions,All Disciplines
1350,4982,xylosidase,All Disciplines
1351,4997,time of turbidity maximum within last 15 minutes,Hydrology
1352,4997,time of turbidity minimum within last 15 minutes,Hydrology
1353,4997,turbidity average during last 15 minutes ntu,Hydrology
1354,4997,turbidity maximum ntu,Hydrology
1355,4997,turbidity minimum ntu,Hydrology
1356,5107,effective energy and mass transfer,Biology / Ecology|Climatology / Meteorology|GIS / Remote Sensing|Hydrology
1357,5131,agcsum,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1358,5131,area,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1359,5131,aspect,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1360,5131,cata,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1361,5131,dem,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1362,5131,eqdiam,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1363,5131,evtboulder,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1364,5131,genc,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1365,5131,ht,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1366,5131,id,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1367,5131,majax,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1368,5131,maxht,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1369,5131,mean height,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1370,5131,midslp,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1371,5131,minax,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1372,5131,mean height,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1373,5131,nrmht,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1374,5131,planc,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1375,5131,pred,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1376,5131,profc,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1377,5131,slope,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1378,5131,slpht,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1379,5131,stdht,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1380,5131,stennum,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1381,5131,tpi,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1382,5131,twi,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1383,5131,utme,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1384,5131,utmn,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1385,5131,vllydpth,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1386,5131,x,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1387,5131,x maximum,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1388,5131,x minimum,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1389,5131,y,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1390,5131,y maximum,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1391,5131,y minimum,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology
1392,5139,carbon dioxide,Climatology / Meteorology|Soil Science / Pedology|Biogeochemistry|Biology / Ecology
1393,5139,oxygen,Climatology / Meteorology|Soil Science / Pedology|Biogeochemistry|Biology / Ecology
1394,5140,bulk electrical conductivity,Hydrology|Soil Science / Pedology
1395,5189,ag gl,Geochemistry / Mineralogy
1396,5189,aluminum,Geochemistry / Mineralogy
1397,5189,cd,Geochemistry / Mineralogy
1398,5189,field label,Geochemistry / Mineralogy
1399,5189,internal laboratory control number,Geochemistry / Mineralogy
1400,5189,li,Geochemistry / Mineralogy
1401,5189,sample type,Geochemistry / Mineralogy
1402,5189,se,Geochemistry / Mineralogy
1403,5189,silicon,Geochemistry / Mineralogy
1404,5189,zirconium all elemental concentrations gl,Geochemistry / Mineralogy
1405,5190,dbh cm diameter at breast height where applicable,Biology / Ecology
1406,5190,diameter cm at root collar,Biology / Ecology
1407,5190,distance m along transect where the subplot was located,Biology / Ecology
1408,5190,line transect name starting point  first letter in transect name,Biology / Ecology
1409,5190,species label 4 letter species code for each shrub stem labeled with first two letters of latin genus name followed by first two letters of latin species name,Biology / Ecology
1410,5198,reduction potential,Soil Science / Pedology|Geochemistry / Mineralogy
1411,5203,solar radiation,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1412,5203,stream discharge,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1413,5203,wind speed and direction,Biology / Ecology|Climatology / Meteorology|Hydrology|Soil Science / Pedology
1414,5272, oxygen at depth,Geochemistry / Mineralogy|Soil Science / Pedology
1415,5272, oxygen at depth,Geochemistry / Mineralogy|Soil Science / Pedology
1416,5272,partial pressure of carbon dioxide at depth 1,Geochemistry / Mineralogy|Soil Science / Pedology
1417,5272,partial pressure of carbon dioxide at depth2,Geochemistry / Mineralogy|Soil Science / Pedology
1418,5272,site lrms leading ridge midslope or tmms tussey mtn midslope,Geochemistry / Mineralogy|Soil Science / Pedology
1419,5273,filter number,Geochemistry / Mineralogy|Water Chemistry
1420,5273,filter size,Geochemistry / Mineralogy|Water Chemistry
1421,5273,nickel ugml,Geochemistry / Mineralogy|Water Chemistry
1422,5274,aluminum ugml,Geochemistry / Mineralogy|Water Chemistry
1423,5274,ba ugml,Geochemistry / Mineralogy|Water Chemistry
1424,5274,calcium ugml,Geochemistry / Mineralogy|Water Chemistry
1425,5274,iron ugml,Geochemistry / Mineralogy|Water Chemistry
1426,5274,potassium ugml,Geochemistry / Mineralogy|Water Chemistry
1427,5274,magnesium ugml,Geochemistry / Mineralogy|Water Chemistry
1428,5274,manganese ugml,Geochemistry / Mineralogy|Water Chemistry
1429,5274,sodium ugml,Geochemistry / Mineralogy|Water Chemistry
1430,5274,phosphorus ugml,Geochemistry / Mineralogy|Water Chemistry
1431,5274,rundate,Geochemistry / Mineralogy|Water Chemistry
1432,5274,sample,Geochemistry / Mineralogy|Water Chemistry
1433,5274,sampling date,Geochemistry / Mineralogy|Water Chemistry
1434,5274,sampling time,Geochemistry / Mineralogy|Water Chemistry
1435,5274,silicon ugml,Geochemistry / Mineralogy|Water Chemistry
1436,5274,strontium ugml,Geochemistry / Mineralogy|Water Chemistry
1437,5274,titanium ugml,Geochemistry / Mineralogy|Water Chemistry
1438,5274,zinc ugml,Geochemistry / Mineralogy|Water Chemistry
1439,5277,degc,Soil Science / Pedology
1440,5277,recnum,Soil Science / Pedology
1441,5277,soil electric conductivity 10cm sm,Soil Science / Pedology
1442,5277,soil electric conductivity 20cm sm,Soil Science / Pedology
1443,5277,soil electric conductivity 40cm sm,Soil Science / Pedology
1444,5277,soil moisture 10cm m3m3,Soil Science / Pedology
1445,5277,soil moisture 20cm m3m3,Soil Science / Pedology
1446,5277,soil moisture 40cm m3m3,Soil Science / Pedology
1447,5277,soil temperature degrees celsius at 10 centimeter depth,Soil Science / Pedology
1448,5277,soil temperature degrees celsius at 20 centimeter depth,Soil Science / Pedology
1449,5277,soil temperature degrees celsius at 40 centimeter depth,Soil Science / Pedology
1450,5277,time stamp,Soil Science / Pedology
1451,5278,imagdiel 10cm,Soil Science / Pedology
1452,5278,imagdiel 20cm,Soil Science / Pedology
1453,5278,imagdiel 40cm,Soil Science / Pedology
1454,5278,realdiel 10cm,Soil Science / Pedology
1455,5278,realdiel 20cm,Soil Science / Pedology
1456,5278,realdiel 40cm,Soil Science / Pedology
1457,5278,temperaturecorrectedimagdiel 10cm,Soil Science / Pedology
1458,5278,temperaturecorrectedimagdiel 20cm,Soil Science / Pedology
1459,5278,temperaturecorrectedimagdiel 40cm,Soil Science / Pedology
1460,5278,temperaturecorrectedrealdiel 10cm,Soil Science / Pedology
1461,5278,temperaturecorrectedrealdiel 20cm,Soil Science / Pedology
1462,5278,temperaturecorrectedrealdiel 40cm,Soil Science / Pedology
1463,5280,date,Biology / Ecology
1464,5280,dry weight g,Biology / Ecology
1465,5280,macroplot,Biology / Ecology
1466,5280,mass per unit area gm2,Biology / Ecology
1467,5281,area cm2,Biology / Ecology
1468,5281,count intersections,Biology / Ecology
1469,5281,intersectionarea intersectionscm2,Biology / Ecology
1470,5281,slope position,Biology / Ecology
1471,5281,transect,Biology / Ecology
1472,5285,cz20,Hydrology
1473,5285,cz21,Hydrology
1474,5285,cz22,Hydrology
1475,5285,cz23,Hydrology
1476,5285,cz24,Hydrology
1477,5285,cz25,Hydrology
1478,5285,cz26,Hydrology
1479,5285,cz27,Hydrology
1480,5285,cz28,Hydrology
1481,5285,cz29,Hydrology
1482,5285,cz35,Hydrology
1483,5285,cz36,Hydrology
1484,5285,tmstamp yyyymmdd hhmmss,Hydrology
1485,5292,humidity,Climatology / Meteorology
1486,5300,corr,Soil Science / Pedology
1487,5300,inten,Soil Science / Pedology
1488,5300,mod,Soil Science / Pedology
1489,5300,n1ctsmod,Soil Science / Pedology
1490,5300,n1etsec,Soil Science / Pedology
1491,5300,n1rh,Soil Science / Pedology
1492,5300,n1tc,Soil Science / Pedology
1493,5300,n2ctsbare,Soil Science / Pedology
1494,5300,n2etsec,Soil Science / Pedology
1495,5300,n2rh,Soil Science / Pedology
1496,5300,n2tc,Soil Science / Pedology
1497,5300,p1mb,Soil Science / Pedology
1498,5300,press,Soil Science / Pedology
1499,5300,probe,Soil Science / Pedology
1500,5300,record number,Soil Science / Pedology
1501,5300,relative humidity,Soil Science / Pedology
1502,5300,sanpe,Soil Science / Pedology
1503,5300,scale,Soil Science / Pedology
1504,5300,t1c,Soil Science / Pedology
1505,5300,vbat,Soil Science / Pedology
1506,5324,absolute pressure,Hydrology
1507,5324,airt,Hydrology
1508,5324,barometric pressure,Hydrology
1509,5324,stage height cm,Hydrology
1510,5324,stage height diff,Hydrology
1511,5324,time stamp,Hydrology
1512,5324,w temperature,Hydrology
1513,5326,electrical conductivity,Hydrology
1514,5326,stage height m,Hydrology
1515,5329,gw2wtemp,Hydrology
1516,5329,lvl2,Hydrology
1517,5329,lvl9,Hydrology
1518,5446,1 point cloud in las format version 12,GIS / Remote Sensing
1519,5446,2 esri float format 10m dem from ground classified points,GIS / Remote Sensing
1520,5446,3 esri raster format 10m hillshade raster from ground classified points,GIS / Remote Sensing
1521,5446,4 esri float format 10m dem from first return points,GIS / Remote Sensing
1522,5446,5 esri raster format 10m hillshade raster first return points,GIS / Remote Sensing
1523,5446,classified as ground or nonground,GIS / Remote Sensing
1524,5446,in 1 km square tiles,GIS / Remote Sensing
1525,5460,basket identification code,Biology / Ecology
1526,5460,days since last collection,Biology / Ecology
1527,5460,leaf litter material,Biology / Ecology
1528,5460,miscellaneous material,Biology / Ecology
1529,5460,seeds and flowers,Biology / Ecology
1530,5460,total litter collected,Biology / Ecology
1531,5460,woody material,Biology / Ecology
1532,5484,water potential,Biology / Ecology
1533,5485,deuterium,Biogeochemistry|Biology / Ecology|Climatology / Meteorology|Geomorphology
1534,5486,,Biogeochemistry|Water Chemistry
1535,5486,hydrogen 2 stable isotope ratio delta,Biogeochemistry|Water Chemistry
1536,5486,oxygen18,Biogeochemistry|Water Chemistry
1537,5486,precipitation,Biogeochemistry|Water Chemistry
1538,5488,biota,Biology / Ecology
1539,5496,volumetric water content,Geomorphology
