,Variable,Unit,Aggregations,czo_id,Discipline
880,strontium umol l1,NaN,,4129,Hydrology|Water Chemistry
881,tds 1,mg,,4129,Hydrology|Water Chemistry
882,temperature,degreescelsius,,4129,Hydrology|Water Chemistry
883,zinc,mol/l,,4129,Hydrology|Water Chemistry
884,br,NaN,,4130,Hydrology|Water Chemistry
885,f,NaN,,4130,Hydrology|Water Chemistry
886,feii,NaN,,4130,Hydrology|Water Chemistry
887,ground elevation,NaN,,4130,Hydrology|Water Chemistry
888,phosphate,NaN,,4130,Hydrology|Water Chemistry
889,sample name,NaN,,4130,Hydrology|Water Chemistry
890,sulfate,NaN,,4130,Hydrology|Water Chemistry
891,water table,NaN,,4130,Hydrology|Water Chemistry
892,x coordinate,NaN,,4130,Hydrology|Water Chemistry
893,y coordinate,NaN,,4130,Hydrology|Water Chemistry
894,antimony dissolved,NaN,,4135,Water Chemistry
895,barium dissolved,NaN,,4135,Water Chemistry
896,beryllium dissolved,NaN,,4135,Water Chemistry
897,bromide dissolved,NaN,,4135,Water Chemistry
898,cadmium dissolved,NaN,,4135,Water Chemistry
899,dissolved calcium,NaN,,4135,Water Chemistry
900,carbon dissolved inorganic,NaN,,4135,Water Chemistry
901,cerium dissolved,NaN,,4135,Water Chemistry
902,chloride dissolved,NaN,,4135,Water Chemistry
903,cobalt dissolved,NaN,,4135,Water Chemistry
904,delta13c of dic,NaN,,4135,Water Chemistry
905,delta18o of h2o,NaN,,4135,Water Chemistry
906,delta1d of h2o,NaN,,4135,Water Chemistry
907,dysprosium dissolved,NaN,,4135,Water Chemistry
908,erbium dissolved,NaN,,4135,Water Chemistry
909,europium dissolved,NaN,,4135,Water Chemistry
910,fluorescence index,NaN,,4135,Water Chemistry
911,fluoride dissolved,NaN,,4135,Water Chemistry
912,gadolinium dissolved,NaN,,4135,Water Chemistry
913,germanium dissolved,NaN,,4135,Water Chemistry
914,holmium dissolved,NaN,,4135,Water Chemistry
915,humification index,NaN,,4135,Water Chemistry
916,lanthanum dissolved,NaN,,4135,Water Chemistry
917,lutetium dissolved,NaN,,4135,Water Chemistry
918,dissolved magnesium,NaN,,4135,Water Chemistry
919,mercury dissolved,NaN,,4135,Water Chemistry
920,molybdenum dissolved,NaN,,4135,Water Chemistry
921,neodymium dissolved,NaN,,4135,Water Chemistry
922,nickel dissolved,NaN,,4135,Water Chemistry
923,nitrogen dissolved nitrate no3,NaN,,4135,Water Chemistry
924,nitrogen dissolved nitrite no2,NaN,,4135,Water Chemistry
925,total dissolved nitrogen,NaN,,4135,Water Chemistry
926,phosphorus dissolved,NaN,,4135,Water Chemistry
927,dissolved potassium,NaN,,4135,Water Chemistry
928,praseodymium dissolved,NaN,,4135,Water Chemistry
929,samarium dissolved,NaN,,4135,Water Chemistry
930,selenium dissolved,NaN,,4135,Water Chemistry
931,silicon dissolved,NaN,,4135,Water Chemistry
932,silver dissolved,NaN,,4135,Water Chemistry
933,dissolved sodium,NaN,,4135,Water Chemistry
934,strontium dissolved,NaN,,4135,Water Chemistry
935,sulfate dissolved,NaN,,4135,Water Chemistry
936,Specific ultraviolet absorbance-280,NaN,,4135,Water Chemistry
937,terbium dissolved,NaN,,4135,Water Chemistry
938,thallium dissolved,NaN,,4135,Water Chemistry
939,thulium dissolved,NaN,,4135,Water Chemistry
940,tin dissolved,NaN,,4135,Water Chemistry
941,titanium dissolved,NaN,,4135,Water Chemistry
942,uranium dissolved,NaN,,4135,Water Chemistry
943,ultra violet absorbance 254,NaN,,4135,Water Chemistry
944,ultra violet absorbance 280,NaN,,4135,Water Chemistry
945,vanadium dissolved,NaN,,4135,Water Chemistry
946,ytterbium dissolved,NaN,,4135,Water Chemistry
947,yttrium dissolved,NaN,,4135,Water Chemistry
948,zirconium dissolved,NaN,,4135,Water Chemistry
949,depth in,cm,,4148,Biogeochemistry|Climatology / Meteorology|Soil Science / Pedology
950,soil temperature,degreescelsius,,4148,Biogeochemistry|Climatology / Meteorology|Soil Science / Pedology
951,1,NaN,,4155,Geomorphology|Biology / Ecology
952,2,NaN,,4155,Geomorphology|Biology / Ecology
953,3,NaN,,4155,Geomorphology|Biology / Ecology
954,4,NaN,,4155,Geomorphology|Biology / Ecology
955,5,NaN,,4155,Geomorphology|Biology / Ecology
956,horizontal distance pit center to rootwad,NaN,,4155,Geomorphology|Biology / Ecology
957,inclination downslope,NaN,,4155,Geomorphology|Biology / Ecology
958,inclination upslope,NaN,,4155,Geomorphology|Biology / Ecology
959,latitude degrees,NaN,,4155,Geomorphology|Biology / Ecology
960,latitude minutes,NaN,,4155,Geomorphology|Biology / Ecology
961,long axis,NaN,,4155,Geomorphology|Biology / Ecology
962,longitude degrees,NaN,,4155,Geomorphology|Biology / Ecology
963,longitude minutes,NaN,,4155,Geomorphology|Biology / Ecology
964,notes,NaN,,4155,Geomorphology|Biology / Ecology
965,orientation downslope,NaN,,4155,Geomorphology|Biology / Ecology
966,orientation upslope,NaN,,4155,Geomorphology|Biology / Ecology
967,region,NaN,,4155,Geomorphology|Biology / Ecology
968,relative age,NaN,,4155,Geomorphology|Biology / Ecology
969,short axis,NaN,,4155,Geomorphology|Biology / Ecology
970,tree azimuth,NaN,,4155,Geomorphology|Biology / Ecology
971,tree girth 15m,NaN,,4155,Geomorphology|Biology / Ecology
972,tree number,NaN,,4155,Geomorphology|Biology / Ecology
973,tree type,NaN,,4155,Geomorphology|Biology / Ecology
974,diff charge bal,NaN,,4165,Water Chemistry
975,air temperature,degreescelsius,,4165,Water Chemistry
976,ancmgl,NaN,,4165,Water Chemistry
977,ancueql,NaN,,4165,Water Chemistry
978,calcium,ueql,,4165,Water Chemistry
979,charge bal,NaN,,4165,Water Chemistry
980,cloud cover,NaN,,4165,Water Chemistry
981,chlorine,ppm,,4165,Water Chemistry
982,clueql,NaN,,4165,Water Chemistry
983,collection date,NaN,,4165,Water Chemistry
984,collection time,NaN,,4165,Water Chemistry
985,d18 1sigma,NaN,,4165,Water Chemistry
986,d18o permill,NaN,,4165,Water Chemistry
987,deuterium d permill,NaN,,4165,Water Chemistry
988,dissolved organic nitrogen uml,NaN,,4165,Water Chemistry
989,dissolved organic phosphorous uml,NaN,,4165,Water Chemistry
990,field conductivity,NaN,,4165,Water Chemistry
991,inuml,NaN,,4165,Water Chemistry
992,ipuml,NaN,,4165,Water Chemistry
993,potasium,ppm,,4165,Water Chemistry
994,potassium,ueql,,4165,Water Chemistry
995,lab conductivity,NaN,,4165,Water Chemistry
996,location,NaN,,4165,Water Chemistry
997,major ions and sihueql cappm,NaN,,4165,Water Chemistry
998,magnesium,ppm,,4165,Water Chemistry
999,magnesium,ueql,,4165,Water Chemistry
1000,sodium,ppm,,4165,Water Chemistry
1001,sodium microequivalents per liter,NaN,,4165,Water Chemistry
1002,ammonium microequivalents per liter,NaN,,4165,Water Chemistry
1003,nitrate,ppm,,4165,Water Chemistry
1004,nitrate microequivalents per liter,NaN,,4165,Water Chemistry
1005,nutrientsdoc cl,mg,,4165,Water Chemistry
1006,phaeophytinugl,NaN,,4165,Water Chemistry
1007,phosphorus um/l (pnuml),NaN,,4165,Water Chemistry
1008,ppuml,NaN,,4165,Water Chemistry
1009,silicon icp centrifuge,ppm,,4165,Water Chemistry
1010,silicon icp,ppm,,4165,Water Chemistry
1011,silicon dioxide colorimetricuml,NaN,,4165,Water Chemistry
1012,silicon dioxide (sio2) icp  centrifuge,ppm,,4165,Water Chemistry
1013,silicon dioxide (sio2) icp,ppm,,4165,Water Chemistry
1014,sulfate,ppm,,4165,Water Chemistry
1015,sulfate,ueql,,4165,Water Chemistry
1016,sum,NaN,,4165,Water Chemistry
1017,tdnuml,NaN,,4165,Water Chemistry
1018,total dissolved phosphorus uml,NaN,,4165,Water Chemistry
1019,tnuml,NaN,,4165,Water Chemistry
1020,total phosphorus uml,NaN,,4165,Water Chemistry
1021,tritium 1sigma,NaN,,4165,Water Chemistry
1022,tritium,NaN,,4165,Water Chemistry
1023,water isotopes dexcessmill,NaN,,4165,Water Chemistry
1024,water temperature,celsius,,4165,Water Chemistry
1025,wind,NaN,,4165,Water Chemistry
1026,antistokes scatter,nm,,4174,Hydrology
1027,length m,NaN,,4174,Hydrology
1028,stokes scatter,nm,,4174,Hydrology
1029,temperature,degreescelsius,,4174,Hydrology
1030,point cloud,NaN,,4182,GIS / Remote Sensing|Geomorphology
1031,raster image data,NaN,,4324,GIS / Remote Sensing
1032,and number of return from ground nground,NaN,,4606,GIS / Remote Sensing
1033,average return height avgh,NaN,,4606,GIS / Remote Sensing
1034,average scan angle avgscanangle,NaN,,4606,GIS / Remote Sensing
1035,canopy cover cov,NaN,,4606,GIS / Remote Sensing
1036,canopy density dns,NaN,,4606,GIS / Remote Sensing
1037,elevation,NaN,,4606,GIS / Remote Sensing
1038,fic,NaN,,4606,GIS / Remote Sensing
1039,latitude lat,NaN,,4606,GIS / Remote Sensing
1040,latynad83 utm 17n,NaN,,4606,GIS / Remote Sensing
1041,lidar return height percentiles p05 top90,NaN,,4606,GIS / Remote Sensing
1042,longitude long,NaN,,4606,GIS / Remote Sensing
1043,longxnad83 utm 17n,NaN,,4606,GIS / Remote Sensing
1044,maximum return height maxh,NaN,,4606,GIS / Remote Sensing
1045,maximum scan angle maxscan,NaN,,4606,GIS / Remote Sensing
1046,minimum return heightminh,NaN,,4606,GIS / Remote Sensing
1047,minimum scan angle minscan,NaN,,4606,GIS / Remote Sensing
1048,number of returns from vegetatation nveg,NaN,,4606,GIS / Remote Sensing
1049,number of returns nreturns,NaN,,4606,GIS / Remote Sensing
1050,see detail below,NaN,,4606,GIS / Remote Sensing
1051,see details below,NaN,,4606,GIS / Remote Sensing
1052,see details below,NaN,,4606,GIS / Remote Sensing
1053,standarddeviationof all returns stdh,NaN,,4606,GIS / Remote Sensing
1054,barometric pressure,NaN,,4608,Climatology / Meteorology
1055,radiation incoming,NaN,,4608,Climatology / Meteorology
1056,radiation incoming photosynthetically active radiation,NaN,,4608,Climatology / Meteorology
1057,temperature,NaN,,4608,Climatology / Meteorology
1058,wind direction,NaN,,4608,Climatology / Meteorology
1059,wind speed,NaN,,4608,Climatology / Meteorology
1060,discharge,m3day,,4610,Hydrology|Modeling / Computational Science
1061,evapotranspiration spatial average mday,NaN,,4610,Hydrology|Modeling / Computational Science
1062,groundwater level spatial average m,NaN,,4610,Hydrology|Modeling / Computational Science
1063,precipitation mday,NaN,,4610,Hydrology|Modeling / Computational Science
1064,snow depth spatial average m,NaN,,4610,Hydrology|Modeling / Computational Science
1065,soil moisture spatial average in top 10 m3m3,cm,,4610,Hydrology|Modeling / Computational Science
1066,precipitation total for previous date,mm,,4611,Climatology / Meteorology|Hydrology
1067,time of wind speed max for previous date,NaN,,4611,Climatology / Meteorology|Hydrology
1068,wind speed max for previous date,ms1,,4611,Climatology / Meteorology|Hydrology
1069,longwave downwelling  temperaturecorrected,wm2,,4612,Climatology / Meteorology
1070,longwave net,wm2,,4612,Climatology / Meteorology
1071,longwave upwelling  temperaturecorrected,wm2,,4612,Climatology / Meteorology
1072,mean radiation net,wm2,,4612,Climatology / Meteorology
1073,shortwave downwelling,wm2,,4612,Climatology / Meteorology
1074,shortwave net,wm2,,4612,Climatology / Meteorology
1075,shortwave upwelling,wm2,,4612,Climatology / Meteorology
1076,age years,NaN,,4614,Biology / Ecology
1077,bearing from plot center degrees,NaN,,4614,Biology / Ecology
1078,date measured,NaN,,4614,Biology / Ecology
1079,diameter at breast height,NaN,,4614,Biology / Ecology
1080,distance from plot center m,NaN,,4614,Biology / Ecology
1081,height m,NaN,,4614,Biology / Ecology
1082,species code,NaN,,4614,Biology / Ecology
1083,tree,NaN,,4614,Biology / Ecology
1084,basal area,cm2,,4618,Biology / Ecology
1085,diameter at breast height,NaN,,4618,Biology / Ecology
1086,distance from transect line m,NaN,,4618,Biology / Ecology
1087,distance on transect m,NaN,,4618,Biology / Ecology
1088,end,NaN,,4618,Biology / Ecology
1089,start,NaN,,4618,Biology / Ecology
1090,topo position,NaN,,4618,Biology / Ecology
1091,transect number,NaN,,4618,Biology / Ecology
1092,tree tag number,NaN,,4618,Biology / Ecology
1093,degrees 2 theta,NaN,,4620,Soil Science / Pedology
1094,intensity,NaN,,4620,Soil Science / Pedology
1095,13csoilrespiredco2,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1096,acid phosphatase activity,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1097,dry mass incubated soil,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1098,extractable organic carbon concentration,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1099,extractable organic carbon concentration,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1100,fresh massincubatedsoil,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1101,glucosidaseactivity,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1102,microbialbiomassconcentration,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1103,nacetyl glucosaminidase activity,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1104,nitrateconconcentration,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1105,phenoloxidaseactivity,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1106,soilch4produtcionrate,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1107,soilco2productionrate,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1108,soil nitrous oxide production rate,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1109,soilph,NaN,,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology
1110,05m carbon dioxide,NaN,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1111,temperature (5m),degreescelsius,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1112,05mh2o,NaN,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1113,05mo2,NaN,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1114,15m carbon dioxide,NaN,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1115,temperature (15m),degreescelsius,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1116,15mh2o,NaN,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1117,15mo2,NaN,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1118,site,NaN,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1119,surf,degreecelsius,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1120,time,NaN,,4658,Biogeochemistry|Soil Science / Pedology|Hydrology
1121,precent carbon dioxide,NaN,,4659,Biogeochemistry|Soil Science / Pedology
1122,gcch4ppm,NaN,,4659,Biogeochemistry|Soil Science / Pedology
1123,gcco2pct,NaN,,4659,Biogeochemistry|Soil Science / Pedology
1124,gcn2oppm,NaN,,4659,Biogeochemistry|Soil Science / Pedology
1125,oxygen percent,NaN,,4659,Biogeochemistry|Soil Science / Pedology
1126,aggregatestability file2 site,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1127,bulk density,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1128,clay,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1129,depth,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1130,file1 site,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1131,invertebrate functional group,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1132,invertebrate genus,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1133,invertebrates pp,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1134,ksat,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1135,litterormineral soil,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1136,silt,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1137,treatment,NaN,,4660,Soil Science / Pedology|Biology / Ecology
1138,agent,NaN,,4665,Social Science
1139,asses and mules,NaN,,4665,Social Science
1140,barley bushels,NaN,,4665,Social Science
1141,beeswax and honey,lbs,,4665,Social Science
1142,buckwheat bushels,NaN,,4665,Social Science
1143,butter,lbs,,4665,Social Science
1144,cane sugar hhds of 1000,lbs,,4665,Social Science
1145,cash value of farm,NaN,,4665,Social Science
1146,cheese,lbs,,4665,Social Science
1147,clover seed bushels,NaN,,4665,Social Science
1148,flax,lbs,,4665,Social Science
1149,flaxseed bushels,NaN,,4665,Social Science
1150,ginned cotton bales of 400 each,lbs,,4665,Social Science
1151,hay tons,NaN,,4665,Social Science
1152,hemp  dew rotted tons,NaN,,4665,Social Science
1153,hemp  water rotted tons,NaN,,4665,Social Science
1154,hops,lbs,,4665,Social Science
1155,horses,NaN,,4665,Social Science
1156,improved acres of land,NaN,,4665,Social Science
1157,indian corn bushels,NaN,,4665,Social Science
1158,irish potatoes bushels,NaN,,4665,Social Science
1159,manager of the farm,NaN,,4665,Social Science
1160,maple sugar,lbs,,4665,Social Science
1161,milch cows,NaN,,4665,Social Science
1162,molasses gallons,NaN,,4665,Social Science
1163,name owner,NaN,,4665,Social Science
1164,oats bushels,NaN,,4665,Social Science
1165,other cattle,NaN,,4665,Social Science
1166,other grass seeds bushels,NaN,,4665,Social Science
1167,peas  beans bushels,NaN,,4665,Social Science
1168,rice,lbs,,4665,Social Science
1169,rye bushels,NaN,,4665,Social Science
1170,sheep,NaN,,4665,Social Science
1171,silk cocoons,lbs,,4665,Social Science
1172,sweet potatoes bushels,NaN,,4665,Social Science
1173,swine,NaN,,4665,Social Science
1174,tobacco,lbs,,4665,Social Science
1175,unimproved acres of land,NaN,,4665,Social Science
1176,value of animals slaughtered,NaN,,4665,Social Science
1177,value of farming implements and machinery,NaN,,4665,Social Science
1178,value of homemade manufactures,NaN,,4665,Social Science
1179,value of live stock,NaN,,4665,Social Science
1180,value of orchard products dollars,NaN,,4665,Social Science
1181,value of produce of market gardens,NaN,,4665,Social Science
1182,wheat bushels,NaN,,4665,Social Science
1183,wine gallons,NaN,,4665,Social Science
1184,wool,lbs,,4665,Social Science
1185,working oxen,NaN,,4665,Social Science
1186,2 esri format 1m dem from ground classified points,NaN,,4671,GIS / Remote Sensing
1187,3 esri format 1m hillshade raster from ground classified points,NaN,,4671,GIS / Remote Sensing
1188,4 esri format 1m dem from all points canopy included,NaN,,4671,GIS / Remote Sensing
1189,5 esri format 1m hillshade raster from all points canopy included,NaN,,4671,GIS / Remote Sensing
1190,10bemeteoric,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1191,beryllium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1192,calcium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1193,carbon,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1194,freeberyllium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1195,freeiron,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1196,iron,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1197,magnesium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1198,manganese,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1199,nitrogen,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1200,phosphorus,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1201,potassium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1202,silicon,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1203,sodium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1204,soil exchangeable calcium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1205,soil exchangeable potassium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1206,soil exchangeable magnesium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1207,soil exchangeable sodium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1208,soil kcl acidity,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1209,soilphcacl2,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1210,soilphwater,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1211,soiltexture,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1212,titanium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1213,zirconium,NaN,,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology
1214,specific conductance soil conductivity,NaN,,4674,Biogeochemistry|Soil Science / Pedology
1215,apparent electrical resistivity ohmm,NaN,,4677,Geophysics
1216,depth in soil m,NaN,,4677,Geophysics
1217,distance on surface m,NaN,,4677,Geophysics
1218,intensity counts,NaN,,4678,Biogeochemistry|Soil Science / Pedology
1219,velocity mms,NaN,,4678,Biogeochemistry|Soil Science / Pedology
1220,difn,NaN,,4679,Biology / Ecology
1221,direction,NaN,,4679,Biology / Ecology
1222,lai,NaN,,4679,Biology / Ecology
1223,mta,NaN,,4679,Biology / Ecology
1224,se lai,NaN,,4679,Biology / Ecology
1225,se mta,NaN,,4679,Biology / Ecology
1226,smp,NaN,,4679,Biology / Ecology
1227,discharge,cfs,,4680,Hydrology|Climatology / Meteorology
1228,rainfall inch,NaN,,4680,Hydrology|Climatology / Meteorology
1229,water level,ft,,4680,Hydrology|Climatology / Meteorology
1230,gully boundaries acquired as separate points and aposteriori transformed in polylines,NaN,,4681,Geomorphology|Hydrology
1231,clay,NaN,,4683,Soil Science / Pedology
1232,sand,NaN,,4683,Soil Science / Pedology
1233,silt,NaN,,4683,Soil Science / Pedology
1234,sample id,NaN,,4683,Soil Science / Pedology
1235,electrical conductivity,NaN,,4684,Hydrology
1236,measured stage,NaN,,4684,Hydrology
1237,specific conductance,NaN,,4684,Hydrology
1238,stage height at vnotch,NaN,,4684,Hydrology
1239,water temperature,NaN,,4684,Hydrology
1240,date and time,NaN,,4686,Hydrology
1241,depth to water table,NaN,,4686,Hydrology
1242,offset,NaN,,4686,Hydrology
1243,water level,NaN,,4686,Hydrology
1244,fagr,NaN,,4687,Biology / Ecology
1245,list,NaN,,4687,Biology / Ecology
1246,litu,NaN,,4687,Biology / Ecology
1247,nf,NaN,,4687,Biology / Ecology
1248,oh,NaN,,4687,Biology / Ecology
1249,other,NaN,,4687,Biology / Ecology
1250,piec,NaN,,4687,Biology / Ecology
1251,pine,g,,4687,Biology / Ecology
1252,pita,NaN,,4687,Biology / Ecology
1253,plot,NaN,,4687,Biology / Ecology
1254,qual,NaN,,4687,Biology / Ecology
1255,qufa,NaN,,4687,Biology / Ecology
1256,qumo,NaN,,4687,Biology / Ecology
1257,quru,NaN,,4687,Biology / Ecology
1258,qust,NaN,,4687,Biology / Ecology
1259,quve,NaN,,4687,Biology / Ecology
1260,total,g,,4687,Biology / Ecology
1261,dew point temperature,NaN,,4703,Climatology / Meteorology
1262,vapor pressure,NaN,,4703,Climatology / Meteorology
1263,electrical resistivity imaging,NaN,,4730,Geophysics
1264,ground penetrating radar,NaN,,4730,Geophysics
1265,terrain conductivity,NaN,,4730,Geophysics
1266,reservoir height,NaN,,4734,Hydrology|Soil Science / Pedology
1267,ground water depth,NaN,,4739,Hydrology
1268,bulk electrical conductivity,NaN,,4741,Geomorphology|Hydrology|Soil Science / Pedology
1269,dissolved calcium,NaN,,4742,Water Chemistry
1270,dissolved magnesium,NaN,,4742,Water Chemistry
1271,dissolved potassium,NaN,,4742,Water Chemistry
1272,silica dissolved,NaN,,4742,Water Chemistry
1273,dissolved sodium,NaN,,4742,Water Chemistry
1274,discharge,NaN,,4743,Hydrology
1275,gage height,NaN,,4743,Hydrology
1276,level,mm,,4828,Hydrology
1277,weights by sieve opening,NaN,,4829,Hydrology|Soil Science / Pedology
1278,alkalinity caco3,meql,,4851,Water Chemistry
1279,alumoll,NaN,,4851,Water Chemistry
1280,ammonium ,mgl,,4851,Water Chemistry
1281,bromide,mgl,,4851,Water Chemistry
1282,caumoll,NaN,,4851,Water Chemistry
1283,chloride,mgl,,4851,Water Chemistry
1284,electrical conductivity sm,NaN,,4851,Water Chemistry
1285,iron-54,umol/l,,4851,Water Chemistry
1286,iron-57,umol/l,,4851,Water Chemistry
1287,flowno flow,NaN,,4851,Water Chemistry
1288,fluoride,mgl,,4851,Water Chemistry
1289,kumoll,NaN,,4851,Water Chemistry
1290,mgumoll,NaN,,4851,Water Chemistry
1291,manganese,umol/l,,4851,Water Chemistry
1292,sodium,umol/l,,4851,Water Chemistry
1293,nitrate,mgl,,4851,Water Chemistry
1294,nitrite,mgl,,4851,Water Chemistry
1295,phosphate,mgl,,4851,Water Chemistry
1296,sample location,NaN,,4851,Water Chemistry
1297,sulfate,mgl,,4851,Water Chemistry
1298,technetium,mgl,,4851,Water Chemistry
1299,tn,mgl,,4851,Water Chemistry
1300,air temperature,degreescelsius,,4871,Hydrology
1301,depth,mm,,4871,Hydrology
1302,discharge,cfs,,4871,Hydrology
1303,discharge,m3s,,4871,Hydrology
1304,electrical conductivity scm,NaN,,4871,Hydrology
1305,air temperature,degreescelsius,,4871,Hydrology
1306,minimum battery voltage,NaN,,4940,Climatology / Meteorology|Hydrology
1307,leaf wetness 30 understory mv,cm,,4940,Climatology / Meteorology|Hydrology
1308,precipitation running total for current day,mm,,4940,Climatology / Meteorology|Hydrology
1309,precipitation total for previous 10 minutes,mm,,4940,Climatology / Meteorology|Hydrology
1310,relative humidity,NaN,,4940,Climatology / Meteorology|Hydrology
1311,snow depth centimeter,NaN,,4940,Climatology / Meteorology|Hydrology
1312,temperature hmp45c,degc,,4940,Climatology / Meteorology|Hydrology
1313,temperature judd,degc,,4940,Climatology / Meteorology|Hydrology
1314,wind direction average degress,NaN,,4940,Climatology / Meteorology|Hydrology
1315,wind direction stdev degress,NaN,,4940,Climatology / Meteorology|Hydrology
1316,wind speed average for previous 10 minutes,ms1,,4940,Climatology / Meteorology|Hydrology
1317,absolute pressure,NaN,,4982,All Disciplines
1318,acid phosphatase,NaN,,4982,All Disciplines
1319,al  ammonium oxalateextractable,NaN,,4982,All Disciplines
1320,al  citrateascorbateextractable,NaN,,4982,All Disciplines
1321,aluminum  citrateditihionite extractable,NaN,,4982,All Disciplines
1322,aluminum in 05 m hcl,NaN,,4982,All Disciplines
1323,alphanacetylglucosaminidase,NaN,,4982,All Disciplines
1324,beta glucosidase,NaN,,4982,All Disciplines
1325,carbon percent in live fine roots,NaN,,4982,All Disciplines
1326,cdom,NaN,,4982,All Disciplines
1327,cellobiohydrolase,NaN,,4982,All Disciplines
1328,cn,NaN,,4982,All Disciplines
1329,carbon dioxide,NaN,,4982,All Disciplines
1330,dead fine roots,NaN,,4982,All Disciplines
1331,dissolved oxygen,NaN,,4982,All Disciplines
1332,dissolved organic carbon in 05m hcl extractions,NaN,,4982,All Disciplines
1333,dissolved organic carbon in deionized water extractions,NaN,,4982,All Disciplines
1334,iron ammonium oxalateextractable,NaN,,4982,All Disciplines
1335,iron citrateascorbate extractable,NaN,,4982,All Disciplines
1336,iron citratedithionite extractable,NaN,,4982,All Disciplines
1337,feiii in 05 m hcl,NaN,,4982,All Disciplines
1338,light intensity,NaN,,4982,All Disciplines
1339,live fine roots,NaN,,4982,All Disciplines
1340,mass,NaN,,4982,All Disciplines
